,title,title_label,description,description_label
11,수도권  코로나  확진자 산발적으로 늘어 하루 새  명 증가,0,서울과 경기  인천 등 수도권에서 개척교회발  신종  코로나 바이러스 감염증 코로나  확진자가 산발적으로 증가하는 모양새다  이들 중 감염경로를 알지 못하는 확진자도 늘고 있어 방역당국이 긴장하고 있다   일  ,0
12,동작구  전통시장 무료 배송서비스 사업 실시,0,구는 신종  코로나 바이러스 감염증 코로나  장기화로 전통시장 상인들이 매출감소 등 점포 운영에 어려움을 겪자  억여 원을 투입해 온 오프라인 무료 배송서비스 운영을 지원하고 있다  지원 대상은 남성사계시장  ,0
13,서울 건강용품 세미나서 무더기 확진 명 검사,1,수도권을 중심으로  코로나  확산세가 이어지는 가운데  주로 노인들이 참석한 것으로 알려진 다단계식  서울시에 따르면 오늘 오전  시 기준  코로나  확진자는  명으로   명 늘었으며 감염경로는 수도권  ,0
14,중국 굴착기 판매량 상승에도 두산인프라코어 긴장하는 이유는,1,판매량이 급증한 이유는 신종  코로나 바이러스 감염증 코로나  확산세가 주춤하기 때문이다  올해 초만 하더라도 중국은  코로나  여파로 제대로 된 생산활동도 전개하지 못했다  하지만 시간이 지나면서  코로나 가  ,0
15, 포스트  코로나  대비 투자 잰걸음 나서는 게임사,0, 이승원 넷마블 대표  신종  코로나 바이러스 감염증 코로나  확산으로 언택트 비대면  문화가 차세대 미래 먹거리로 부상되며   포스트  코로나 를 준비하는 게임사가 늘고 있다  게임사의 산업 구조 개편도  코로나 를  ,0
16,가맹점과  상생나선  카드사,0,  카드사들이  코로나 코로나 바이러스  사태로 피해를 입은 소상공인을 위한 가맹점 수수료 포인트 적립 서비스  주말 대출 서비스 등 여러가지 지원 사격에 나서고 있다  사진 픽사베이   데일리동방  국내  ,0
17,질병관리본부  청  승격에도 줄어든 입지 복지부  전문성 독립성 확보가 ,0,중앙재난안전대책본부 이하 중대본 는  일 오전  시 정부세종청사에서  코로나  정례 브리핑을 개최하고   코로나  사태로 감염병 관리 대응이 중요해지자 질병관리본부에 전문성을 강화하겠다는 취지다  그러나 복수  ,0
18,투교협   코로나  이후 중국 증시전망과 투자전략  온라인 특강,0,전국투자자교육협의회는 이달  일 오후  시부터 중국 증시 전문가와 함께 하는  코로나  이후  중국 증시전망과 성공적인 투자전략  온라인 특강을 실시한다고  일 밝혔다  중국시장 전문가인 김경환 하나금융투자  ,0
19,세종 지역화폐  여민전  상권활성화 한몫,1,시는 당초  억 원을 우선 발행하고 향후 소비 추이를 고려하여 발행 규모를 확대할 계획이었으나   코로나 로 침체된 지역 상권에 활력을 불어넣기 위해 발행규모를  억 원으로 대폭 확대하였다  또한 시민들의  ,0
20,성빈센트병원  혈액난 극복 위한 교직원 헌혈 행사 개최,1,이날 행사는  코로나  장기화에 따라 헌혈이 감소해 혈액 수급에 어려움이 지속됨에 따라 혈액 재고량 안정화 및 수혈이 필요한 환우들에게 힘을 보태기 위해 갖게 됐다  행사는 대한적십자사 경기혈액원에서 헌혈차량을  ,0
21, 당신이 영웅입니다 세정그룹   덕분에 챌린지  동참,0, 당신이 영웅입니다 세정그룹   덕분에 챌린지  동참 세정그룹이 최근  코로나  치료를 위해 힘쓰는  박순호 세정 회장은  코로나 를 극복하기 위해 신속한 대처로 앞장서고 있는 정부 관계자와 밤낮없이 헌신하는  ,0
22,경기도  시 군 부단체장 영상회의서  지역경제 활성화 방안  집중 논의,0, 일 도청 재난상황실에서 김희겸 행정 부지사 주재로 열린 영상 회의 사진제공 경기도 경기도가  코로나  이날 회의에서는 지난달  일 중앙 지방정책협의회 결과를 공유하고  코로나  시대 이후의 지역경제 활성화  ,0
23, 코로나  신규확진  명  지역발생  명 전원 수도권   차 감염 사례  ,0, 연합뉴스  코로나  사태가 서울 이태원 클럽  경기도 부천 쿠팡물류센터  수도권 종교 소모임 등을   명 늘어 총  만 명이 됐고 격리 치료 중인 환자는  명이다    최근 수도권  코로나  발생 추이  연합뉴스,0
24,양천구   신월 동 부활교회 신도 등 확진자  명 추가 ,1,서울 양천구 구청장 김수영 는 신종  코로나 바이러스 감염증 코로나  확진자가  명 추가 발생했다고  일 밝혔다  이로써 양천구의 누적 확진자는  명으로 늘었다  신규 발생한  번 확진자는 신월 동 거주  대  ,0
25,경기도  유흥업소도 최고  만원 지역화폐로 지원,1,경기도가 신종  코로나 바이러스감염증 코로나  사태의 장기화로 어려움을 겪는 취약노동자와 영세사업자에 대한 긴급 지원에 나섰다  택배기사 등 취약노동자에게는  인당  만원씩 소득손실 보상금을  집합금지  ,0
26,  콘텐츠마켓     온라인 개최 내달  일부터 한 달간,1,올해  는  코로나 에 따른 대면접촉이 어려운 상황 속에서 국내 콘텐츠 산업군의 활로모색을  추진하여  코로나   로 침체된 콘텐츠 산업 발전에 동력을 부여하고자 한다 라며     에 참여하는 국내외  ,0
27,연상호  반도 임상수  헤븐  칸영화제 공식초청,0,그러나  코로나 의 전 세계적인 확산으로 영화제를 취소하고 공식 초청작만 발표하기로 했다  황금종려상  감독상  각본상 등 수상작도 선정하지 않으며  공식 초청작은 베니스  베를린  부산 등 국제영화제를 통해  ,0
28,참석자 대부분 노인 다단계 건강용품 세미나  명 무더기 확진,0,다단계식 건강용품 판매업체에서 신종  코로나 바이러스 감염증 코로나  확진자가 쏟아졌다  이 업체는 주로 노인들을 대상으로 홍보 세미나를 여는데  검사 대상이  명에 육박해 추가 감염 우려가 커지고 있다  ,0
29,대한체육회   학생심판 양성교육  참여 학교 모집,0,확보하고   코로나  확산 예방을 위한 정부 방역 지침을 준수하여 운영하여야 한다  또한  학생심판  교육은 종목별 강사 선발 및 교육을 마친 후  월에서  월 중 종목별로 시행될 예정이며   코로나  확산 상황에 따라  ,0
30, 코로나 가 바꾼 언론시사회 풍경,1, 일 오후 서울 용산구  용산아이파크몰에서 열릴 예정인 영화  결백  언론시사회를 앞두고 취재진들이 체온측정 후 개인정보를 작성하고 있다   ,0
31, 코로나 가 바꾼 언론 시사회,0, 일 오후 서울 용산구  용산아이파크몰에서 열릴 예정인 영화  결백  언론시사회를 앞두고 취재진들이 생활 속 거리두기 지침을 준수하며 표를 받기 위해 줄 서 있다   ,0
32,정읍시  시청 종합민원실 방문 시 마스크 의무 착용  강화 ,0,최근 이태원 클럽발과 부천 쿠팡물류센터 등  코로나  집단감염 사태가 발생한 만큼 다중 밀집 공간 감염을  의회관 출입문에 설치된 열화상카메라도 지속 운영해  코로나  유입 차단에 총력을 다한다는 방침이다  시  ,0
33,무주서 자전거 마라톤대회 열린다,1,  메디오폰도 방식으로 진행   무주군   코로나  예방 철저  완성도 높일 것   무주번닷불 그란폰도  특히  코로나  예방을 위해 별도의 개   폐회식은 하지 않고 발열체크와 방역소독을 추진하는데도 만전을 기할  ,0
34,선원노련   코로나  극복 위해  만원 기부,1,정태길 전국해상선원노동조합연맹 위원장이  일 오전 부산 동구 부산사회복지공동모금회를 방문  신종  코로나 바이러스 감염증 코로나  위기 극복을 위한 성금  만원을 전달하고 있다  선원노련은 선원들의  ,0
35, 더위 생각하면 아찔  여름 맞은 의료진 어쩌나,1,신종  코로나 바이러스 감염증 코로나  장기화로 최일선에 선 의료진의 육체적 심리적 피로도가 우려된다  대구 경북에 이어 수도권으로 감염이 확산되는 가운데 본격적인 더위가 시작돼 의료진의 감염 위험도 커졌다  ,0
36,정읍시   코로나  극복 청년 긴급 지원사업 본격 추진,0,업코리아      정읍시청  업코리아  정읍시가  코로나 로 인한 경기침체의 장기화로 경제적 어려움을 겪고 있는 청년들의 생활 여건을 개선하기 위한 긴급 지원에 나선다  시는  코로나  여파로 고용시장이 위축되고  ,0
37,   년 대졸 신입사원 및 경력직 공채  실시,0, 코로나 로 고용시장 전반이 침체된 가운데   는 지난해에 이어 사회 고용 창출을 위한 상반기 공채를 진행한다는 방침이다  채용은  신입부문   전략기획  마케팅  운영   영업   경력부문   직영점장  ,0
38, 야식남녀   박 일 펜션 뒤풀이 결국 취소  코로나  사태에 적절치 않다고  ,0,그러나 신종  코로나 바이러스 코로나 로 생활 속 거리두기를 강조하는 시기에  다수의 인원이 한 곳에 모이는 것은 부적절하다는 지적이 나왔다  이에  야식남녀  측은 펜션 쫑파티를 결국 취소했다   야식남녀  측은  일  ,0
39,다단계 판매업체  리치웨이  관련 최소  명 확진 참석자 대부분 노인 ,1,다단계식 건강용품 판매업체  리치웨이 와 관련된 신종  코로나 바이러스 감염증 코로나  확진자가 최소  명 확인됐다  이 업체는 관악구 조원동의 매장에서  판매원 교육 과  세미나  등 명목으로 여러  ,0
40,중기중앙회 신세계백화점  중소기업 소상공인 특별전,1, 코로나 로 어려움을 겪는 중소기업과 소상공인의 판로개척에 도움을 줄 것으로 중기중앙회는 기대했다  추문갑 중기중앙회 경제정책본부장은  백화점 입점이 어려운 중소기업 소상공인에게 이번 특별전은 새로운  ,0
41,해풍 먹은 마늘 청정 한우   보물섬  남해 농특산물 한 자리에,0, 일   보물섬 남해 농특산물 판매행사   황금마늘 한우를 찾아라  등 이벤트 풍성 경남 남해군은 신종  코로나 바이러스 감염증 코로나 취소된  보물섬 마늘 한우축제  대신 지역 특산물을 한 자리에 모은  ,0
42,경기도   코로나  검사받는 취약노동자에  만원씩 지역화폐 지원,1,도 시군  행정명령 대상 영세사업자엔 특별경영자금 최대  만원 방역수칙 이행 업소  심의 거처 조건부 집합금지명령 해제 경기도와 시군 지자체가 신종  코로나 바이러스 감염증 코로나 으로 피해를 보는 취약  ,0
43,국립중앙박물관  외국인 홈스쿨 가족 대상 온라인 수업 진행,1,국립중앙박물관은 신종  코로나 바이러스 감염증 코로나 으로 가정에서 자녀를 교육하는 외국인 가족을 위해 오는  일부터 온라인으로 컬쳐 아카데미를 진행한다고  일 밝혔다  영어로 진행되는 컬쳐 아카데미에서는  ,0
44,평택시 안중읍 행정복지센터   힘내세요 사장님 소상공인 응원 캠페인 참여,1,이날 안중읍장과 주민참예예산 지역협의회는  찾아가는 읍면동 주민참여예산학교  교육 참석 후  코로나 로 어려움을 겪고 있는 소상공인에게 작은 힘을 보태기 위해 행정복지센터 근처 상가 지역을 찾아 점심 식사를  ,0
45,홍천군  홍천사랑상품권을 통한 지역경제 살리기 캠페인 개최,1,증가하면  코로나  위기에 따른 지역경기 침체에 핵심 돌파구가 될 것으로 전망된다  때문에 홍천군은  한 시장상인은  코로나 가 확산되면서 시장에 손님들의 발길이 끊겨 한동안 많이 어려웠는데 장보기 행사를 통해  ,0
46,김여정  못본 척 하는 놈이 더 밉다 박지원김홍걸  협박아닌 대화 신호 ,0,김 의원은  지금 북측은  코로나 위기로 나라사정이 심각한 수준으로 악화되고 있지만 자존심과 체면을 지켜야 하기 때문에 먼저 노골적으로 남측에 교류재개를 제안할 수도 없다 고 판단했다  이어 김 의원은  북측의 말은  ,0
47,수출급감 속 경상수지  년만에 최대 적자,1, 코로나  여파로 수출이 급감하며  월 경상수지가  년  개월만에 최대 적자를 냈다  사진은 수출 컨테이너가 모여 있는 부산 신항  사진 연합뉴스 신종 코로나 바이러스 감염증 코로나  사태로 수출이  ,0
48,만성질환자  코로나  예방 대응에 총력,0,업코리아      남원시청  업코리아  남원시보건소는  코로나 의 지역 확산에 따른 주민들의 불안감을  제공하고  코로나  대응을 위한 감염병 예방 생활수칙을 교육해 개인별 맞춤 건강관리를 제공했다  특히  ,0
49,중기중앙회  신세계백화점서  중소기업 소상공인 특별전  개최,1,특별전은 신종  코로나 바이러스 감염증 코로나 로 어려움을 겪고 있는 중소기업과 소상공인의 판로개척을 위해 기획됐다  이 행사는 지난  월 신세계백화점 본점에서 처음 개최한 이후 의정부 대구 광주 부산 등  ,0
50,계룡시장배 체육대회  무관중 경기로  일부터 개최 ,0,이번 종목별 체육대회는  코로나 감염예방을 위해 무관중 경기로 개최되며  각 경기마다 방역관리자를 지정해 경기장 사전 방역소독  참가자 열 체크 등 철저한 방역 조치 후 진행된다  계룡시체육회가 주최하고 각  ,0
51,속초시  시민중심원탁회의 제 차 자문회의 개최,0, 시민중심원탁회의 는 당초  월중 개최할 예정이었으나  코로나  확산방지를 위해 부득이하게 연기된 이후   월부터 생활 속 거리두기로 방역지침이 전환됨에 따라 발열체크  손소독제 비치  마스크 착용 등 방역에  ,0
52,여수시  학생 가정  제 차 농산물 꾸러미  포인트 지원,0,한편 여수시는  코로나  사태로 어린이집 휴원과 개학연기가 장기화됨에 따라 지난  월부터  월까지  억  천만 원을 긴급 투입해 어린이집 유치원  초 중 고 특수 교 학생 가정에 친환경농산물과 수산물 꾸러미를  ,0
53,셀트리온   램시마  제형간 유효성 차이 없어 ,0, 는  일부터  일까지 독일 프랑크푸르트에서 열릴 예정이었으나  코로나 로 인해 온라인으로 진행됐다  이번 임상결과 자료는 학회 홈페이지를 통해 공개됐다   일 셀트리온에 따르면  에서 발표한 임상  ,0
54,올해도 찾아온 폭염 대구 더위 방역 둘 다 잡을까,1,대구에 올해 첫 폭염특보가 내려진 가운데 대구시가 신종  코로나 바이러스감염증 코로나  방역과 연계한 폭염대책을 마련했다  거리두기를 유지하면서 폭염취약계층 지원을 확대하는 것에 초점을 맞췄는데 냉방이  ,0
55,인하의대  집단 커닝  사태에  학교도 책임있다 는 학생들 항변,0, 주 현장강의를 진행한 시점에서 신종  코로나 바이러스 감염증 코로나  사태가 확산해 모든 수업을 휴강했다   씨에 따르면 휴강이 이어지던 중  정형외과  관련 과목을 맡은 한 교수가  지금까지 공부를 제대로 했는지  ,0
56,한우 등심   소비자가격  만 원 첫 돌파,0, 코로나  때문에 집에서 식사하는 경우가 늘고 긴급재난지원금을 지급한 효과가 맞물리면서 한우 가격이 날마다 최고가를 경신하고 있습니다  축산물품질평가원 축산유통정보를 보면 어제 일  한우  등급 등심의  ,0
57,국립중앙박물관  외국인 홈스쿨 가족 대상  컬처 아카데미  온라인 교육,1, 국립중앙박물관 관장 배기동 은  코로나 로 박물관을 방문할 수 없는 외국인 홈스쿨 가족들을 위해  이후 이집트실  인도 동남아실  국립중앙박물관 특별전 등을 주제로  코로나  상황에 따라  월부터 온  ,0
58,해남군  해남읍 도시재생 활성화계획 공청회 개최,1,다양한 의견을 수렴하고  군 의회 의견청취를 거쳐  월경 도시재생 뉴딜사업에 최종 공모할 예정이다  이날 공청회는  코로나  감염 예방을 위해 마스크 착용  생활 속 거리두기 등 예방 수칙을 준수한 가운데 진행됐다 ,0
59,제주   코로나  상황에 해수욕장 개장 운영대책  부심 ,0,여름철 해수욕장 개장을 앞두고 신종  코로나  바이러스 감염증 코로나  확산세가 꺾이지 않으면서  제주자치도가 해수욕장 운영대책 수립에 부심하고 있다  제주특별자치도는 오는  일 제주도청  청사 탐라홀에서  ,0
60, 속보  군포시청  군포로 번길 거주  코로나  확진자 이동 동선 공개 ,0,군포시청 군포시청이 군포로 번길에 거주하는 서울시  번  코로나  확진자의 동선을 공개했다 일 군포시청은 공식 블로그 및  를 통해  코로나  확진자 정보를 공개했다 해당 확진자는 서울 관악구  ,0
61,충남농어민수당  만 원 전국 최고 로 인상,1,도와 시 군은 당초 이들 농가에 충남농어민수당을 매년  만원씩 지급키로 하고  코로나  상황에 따라 지급  당초 충남농어민수당 도입 결정 당시  만원씩 지급하는 방안도 검토했으나  코로나 로 인한 재정의  ,0
62, 포스트  코로나  대응 관광택시 시범사업 착수,0,충남도가 단체 패키지여행 대신 가족 연인 개인 단위의 개별 소규모 여행이 증가할 것으로 예상되는  포스트  코로나  시대의 새로운 관광 문화에 발맞춰  관광택시  운영에 나선다  도는  일 관광객 유치 활성화 및 여행  ,0
63,세종시 아동청소년과  농촌 일손돕기 앞장,0, 중부매일 홍종윤 기자  세종시 아동청소년과 직원들이  코로나  장기화로 농번기 일손 부족 현상을  김종락 아동청소년과장은  코로나 와 농번기가 겹치면서 일손부족으로 어려움을 겪고 있는 농가에 조금이나마  ,0
64,어제 하루 환자  명 추가 종교 소모임 등 산발적 감염,1,종교 소모임 관련 등 산발적 감염으로 어제 하루  코로나  신규 환자가  명 늘었습니다  중앙방역대책본부는 오늘  시 기준 국내 확진자는  명  사망자는 추가 없이  명이라고 밝혔습니다  교회 관련 등  ,0
65, 무궁화  동두천시자원봉사센터 이동세탁차량 세제지원 협약,0,이날 행사에 참여한 최용덕 시장은  무궁화는 지난  일  코로나  극복을 위한 나눔키트 세제  비누  전달에 이어  이동세탁차량 운영사업에도 세제 및 섬유유연제를 지원해주셔서 다시 한 번 감사드린다 며  관내에  ,0
66, 월 일 환경의 날  저축은행업계  친환경 경영 녹색금융 정책 확산,1, 코로나 로 언택트 소비에 따른 일회용품 소비가 늘어나면서 폐기물 등 환경과 직결된 난제들이 포스트  코로나  시대의 과제로 자리 잡게 됐다  정부 또한 포스트  코로나 를 대비하기 위해  그린뉴딜 을 국가 주요 정책으로  ,0
67,  경남 김해에 제 데이터센터   건립,0, 은 자체 보유한 통합 클라우드 서비스  의 사업 확대와 더불어  포스트  코로나  시대로 본격화된 디지털 전환으로 클라우드 수요 급증이 예상됨에 따라  의 데이터 수용 능력을 넘어선 새로운  데이터  ,0
68, 학원도  코드 도입 학원법 개정도 추진,0,최근 학원을 통한  코로나  감염 사례가 이어지자 교육부는 방역수칙을 위반하는 학원을 처벌하기 위해  올  월 이후 전국  개 학원에서 학생과 강사 등  명이  코로나 에 감염됐습니다   유은혜   부총리 겸 교육부  ,0
69,삼성고  방역활동 인력 채용  접수  일까지,0,채용부문은  코로나  학교 방역활동 인력이다  채용 후  코로나  대응 학생 보호 방역활동 및 생활지도 지원 인력 운용등을 담당하게 된다  보수는 시급  만  원이다  채용기간은  일부터  월 일까지다  모집인원은  ,0
70, 발달장애인 청년과 엄마의 죽음에 응답해 달라 ,1,그나마 있는 인프라도  코로나  사태로 사라져 유일하게 선택할 곳은 정신병원뿐이다 며  장애인 시설도 아닌 노숙자 수용시설에서 노예처럼 학대당하는 성인발달장애인도 있다  이를 알면서도 할 수 있는 것이 없어  ,0
71,체리쉬  창립  주년 기념 특가 이벤트 이달까지 연장 회원 대상 침실 주방 ,1,체리쉬는  코로나 로 인한 어려움이 이어지는 가운데   대한민국 동행세일 에 동참하는 취지로 지난  월 말부터 진행했던 창립  주년 특가 이벤트를 오는  일까지 연장한다고 밝혔다  체리쉬는 이번 특가 이벤트를 통해  ,0
72,남해군  농특산물 판매행사  일 개최,0, 코로나  여파로  보물섬 마늘 한우축제 를 대신하는 이번 행사는 해풍 먹은 남해마늘  청정 남해한우와  군은 행사기간 마스크 착용  적당한 거리두기 등  코로나    예방수칙 준수를 지도하고 방역부스 발열 체크  ,0
73,셀트리온   램시마  램시마와 약효 차이 없다 ,0, 는 지난  일부터  일까지 독일 프랑크푸르트에서 열릴 예정이었으나  신종  코로나 바이러스 감염증 코로나  사태로 인해 온라인으로 진행됐다  발표한 임상연구자료는 학회 홈페이지에 공개된다  셀트리온  ,0
74,치과의사협회  시덱스  취소 강력 촉구,0, 대규모 국제행사인   개최로 인한 신종  코로나 바이러스 감염증 코로나 을 우려하는 언론보도가 지속되고 있는 가운데 대한치과의사협회 이하 치협 는  일 오전 치과의사회관에서 담화문을 발표하고 시덱스  ,0
75,지난  월 경상수지  억 달러 적자 개월 만에 최대 규모 적자,0,한국은행 관계자는  코로나  사태 영향으로 미국과 유럽에 대한 수출이 감소세로 돌아서고 반도체와   월 여행수지는  억 천만 달러 적자를 냈지만  코로나  봉쇄조치 속에 수입보다는 해외지출의 감소 폭이 좀  ,0
76,유럽 각국  국경 속속 재개방 유럽 지역 관광객 입국 허용,0,유럽 각국이  코로나  확산을 막기 위해 닫았던 역내 국경을 속속 다시 열고 있습니다   코로나 의 최대 피해국 가운데 하나인 이탈리아는 현지시간  일부터 국경을 열고 유럽 지역의 관광객 입국을 허용했습니다  ,0
77, 코로나 로 고환 손상 가능성 위험 줄일 방안 찾아야 ,0,연구진  사망 환자  명 샘플 분석  직접적인 증거 없다  신중론도  코로나  바이러스가 남성 생식능력에  논문은 후베이성 우한에서  코로나 로 사망한 환자  명의 샘플을 이용해 고환 조직과 정액에서  코로나  ,0
78,전남농협  영농철 농촌 일손돕기에 총력지원,0,이번 일손 돕기는  코로나  장기화로 인해 본격적인 영농철에 농촌 인력수급의 어려움으로 일손부족 심화  김석기 본부장은 코로나  사태 장기화로 인한 농촌인력 문제와 경기위축으로 인한 농산물 소비부진 등  ,0
79,전매제한  개월  금리인하 및 분양가까지 막바지 청약  올인  수요 몰려,0,달해 청약 가점이 낮은  대도 당첨 기회가 제공된다  주택담보대출비율 도 최대  까지 가능하다  한편  현장 견본주택은  코로나  확산 방지를 위해 사전 예약제로 운영되며  사이버 모델하우스도 운영 중이다 ,0
80, 닥터 뷰티의 슬기로운 화장법  마스크 트러블   향료 산 영양 을 줄여라,0, 코로나 로 마스크 착용 시간 늘어 피부발진 등 트러블 야기하기도 피부장벽 강화 위한 성분 확인해야  시장경제 엄향매 약학박사  엄향매 약학박사 로라렌 대표   코로나 가 여성들을 괴롭히고 있다  무엇보다 거의  ,0
81,안동의료원   최장기 입원   세  코로나  확진자 퇴원,0,안동의료원은  코로나  최장기 입원 환자인  세 우모 할머니가 입원한지  일 만인 지난  일 완치 판정을 받고 퇴원했다고  일 밝혔다    안동의료원   최장기 입원   세  코로나  확진자 완치 퇴원  안동의료원  ,0
82,전남농협  영농철 농촌 일손돕기에 총력지원,0,이번 일손 돕기는  코로나  장기화로 인해 본격적인 영농철에 농촌 인력수급의 어려움으로 일손부족 심화  김석기 본부장은 코로나  사태 장기화로 인한 농촌인력 문제와 경기위축으로 인한 농산물 소비부진 등  ,0
83,봉화군  안전한 축산물 생산 위한   교육 실시,0,특히 이번 교육은  코로나    확산을 방지하기 위해 사전에 교육 참석여부를 확인하였고  마스크 착용 등 개인 위생수칙 준수  교육장 소독  교육자 간 거리두기 등 교육시설 감염병 예방수칙에 따라 교육을  ,0
84,최기문 경북 영천시장 동정,0,최기문 영천시장은  일 오후  시  분  세동 회장 한세현 으로부터  코로나  극복을 위한 성금을 기탁받는다 원본 기사 보기 브레이크뉴스 대구경북,0
85,봉화군  찾아가는 배달강좌제 재개,0,봉화군 군수 엄태항 은  코로나 로 중단되었던  년 찾아가는 배달강좌제를 지난  월  일부터 재개하여 그  가졌으나   코로나  사태로 중단되었다가 다시 개강하여 학습자들의 열기가 더 뜨겁다  찾아가는  ,0
86,군위넷 오운현 최미경 대표 교육발전기금 기탁,0,군위군은 지난  일  코로나 로 관내 소상공인들이 경제적으로 힘든 가운데 군위군 군위읍 소재 군위넷    군위군청 전경  군위군 오운현 최미경 대표는 군위군의 미래의 씨앗인 우리 학생들이  코로나   로 힘든 상황  ,0
87, 부작용 없다지만  클로로퀸   코로나  예방 효과 없다,0,말라리아약 치료제로 쓰이는 하이드록시 클로로퀸이  코로나  예방에 효과가 없다는 연구가 나왔다   에 따르면 미국 미네소타대학교 연구진은  코로나  감염자와 접촉한  명을 두 집단으로 나눠  한  ,0
88, 우리 개는 안 물어요  안전불감증 인명사고로 이어져,1,박경규 경감  녹음이 짙어가는 유월   코로나 가 완하되자 개 목줄을 채우지 않은 반려견과 함께 산책하는 보호자가 늘어나 개 물림 사고에 각별한 주의가 요구된다  실제로 개 물림 사고는  년에 평균  천 건 하루  건 이상  ,0
89, 민주당은 하늘이 두 쪽 나도 내일 본회의를 반드시 열겠다 ,1,국회 문을 열고 난 후에는  코로나 바이러스감염증 이하  코로나  사태 극복 차원의 정부  차 추가경정예산안 등을 처리할 계획이다  일정이 빼곡하게 적힌 계획표를 들고 있는 민주당으로서는 미래통합당을 어르고  ,0
90,싱글맘 군인 탈북민 마이라이프  담긴 초선들의  호법안,1, 코로나 신종  코로나 바이러스 감염증 로 피해를 본 중소 상인과 자영업자 등을 위해 임대료 연체에 대한 계약해지 갱신 거절을 향후  개월간 금지하는 내용이다  장애인인 최혜영 의원은 장애인이 만  세 이후에도 활동  ,0
91,한우가격 고공행진 등심   만 원 돌파,0, 코로나 로 가정식 수요 증가에 긴급재난지원금 지급 효과가 맞물리면서 한우 가격이 연일 고공행진을  정부와 업계는  코로나  사태로 집밥을 먹는 경우가 늘면서 구이류 고기 수요가 증가했고  지난달 중순  ,0
92,    학습용 개발   온셰이프  무료화,0, 는  코로나  바이러스 위기로 휴교 중이거나 원격 수업을 진행하고 있는 전 세계 고등학생 및 대학생들과 교사들에게 제품 개발 소프트웨어  온셰이프 를 무료로 제공한다고  일 밝혔다   는 자사의  ,0
