,title,title_label,description,description_label
42, 뺄수록 잘나가네  당 나트륨 지방 최소화한  로우푸드  인기,1,정식품 관계자는  코로나  이후 건강을 챙기는 트렌드에 따라 저당  저염  저지방에 대한 소비자들의 관심이 더욱 높아지고 있다 며  앞으로도 맛은 물론 체계적인 영양설계로 누구나 안심하고 건강하게 즐길 수  ,1
43,예산소방서  손정호 소방본부장 초도 방문,0,방문해  코로나  대응 격려 및 직원들의 의견청취와 당면 현안업무 등을 보고 받았다  손 본부장은 예산소방서  년 주요 및 당면 현안업무 등을 보고 받고 각 과와  안전센터를 순회하며  코로나 의 어려운 상황  ,1
44,경북교육청  고 학생  분기 학비 전액 반환   분기는 면제,0,경북교육청은  코로나 로 경제적 어려움을 겪고 있는 학부모의 교육비 부담을 덜어주기 위해 미리 납부한  임종식 교육감은  학비 반환을 통해  코로나  장기화로 어려움을 겪고 있는 학부모의 교육비 부담을  ,1
45,마이다스에셋   아시아 리더스 테크 성장주 목표전환형 펀드  기준가 달성,0,오남훈 주식운용 본부장은  테크 업종 내에서도  코로나 와 미중 무역분쟁으로 일부 수혜를 입는 기업들이 있었다 며  기본적으로   전기차  자동화 로봇 등의 주요 테마에 집중하여 목표 성과를 달성할 수  ,1
46,신한카드  구독경제 주목  딥원스카드  새 광고 시작,0,올  월에 출시된 딥원스카드는 구독 경제에 특화한 상품으로  코로나  등의 영향으로 사회적 거리 두기를 일상화한 언택트 시대에 더욱 주목 받고 있다  이번 광고에서 신한카드는 매달 비용을 내고 필요한 물건과  ,1
47, 제 기 스타기업  지정 강소기업 성장 지원,1,김용찬 행정부지사는  코로나 로 국내외 경제여건이 어려운 상황이지만 충남을 빛낼 스타기업으로 선정된 것에 자긍심을 갖고 지역경제 활성화를 위해 함께 노력해 달라 고 기업인들에게 당부하며  충남스타기업이  ,1
48, 캐피탈  한국 과  월 쉐보레 콤보 할부,1, 선수금  만원 기준  또 쉐보레는  월에 이어  월에도  코로나 로 인한 어려움 속에서도 수고하고 있는 이들을 격려하기 위해  우리들의 히어로 여러분을 쉐보레가 응원합니다              ,1
49,인테리어 공사 불만족   안심 인테리어플랫폼  뚝딱 이 해결사로 나선다   ,0, 코로나  이후 집에 있는 시간이 늘어나면서 집을 휴식공간  홈엔터테인먼트 공간  나만의 공간으로 꾸미려는 인테리어 수요가 증가하고  인테리어 시공 결과에 대해 불만을 표시하는 소비자도 덩달아 증가하고 있다  ,1
50, 의료진 힘내세요 ,1, 일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들이 가수 수안의 공연을 보고 있다   뉴스 ,1
51,농어촌   억 상생펀드 조성해 중소기업과 동반성장,0,광주전남 지역 소재 중소기업과 일자리창출기업은 최대  억 원  창업기업과  코로나  피해 중소기업은 최대  이번 상생펀드를 통한 대출금리 우대는 실질적인 이자 부담 완화로  코로나 로 경영의 어려움을 겪고 있는  ,1
52, 중고  겹친 시위  진정세 향후  주일 중대고비,1,미 언론은 이번 사태와 관련해  사실상 무정부  등의 표현으로 규정하며  인종차별에  코로나  사태 등 네가지  주방위군의 경우  코로나  지원에 투입한 병력까지 합치면  만 명쯤으로 미국 내 각종 사태에 동원된 규모로는  ,1
53,한국판 뉴딜에  조 투자   디지털 그린 산업 신진대사 촉진 ,0, 코로나  경제 위기 극복의 해법치고는 비중이 크지 않은데  정부는  년까지  배에 달하는  조 원을  산업의 신진대사를 촉진하는 것이  코로나  위기를 기회로 살리는 방향이라고 보고 있습니다    신호입니다 ,1
54, 디지털 적응은 생존 문제 단절 극복할 포용이 핵심 ,0, 코로나  확산으로 온라인 수업과 같은 비대면 활동이 늘면서 디지털 환경 적응이 현대 생활의 필수 요소가  포스트  코로나  시대에 대비한 디지털 환경 토론회에 이혜리 기자가 다녀왔습니다   기자  사상 초유의 온라인  ,1
55, 석남역 메트로시티  홍보관 오픈  인천 서북권 교통망 품은 대단지 아파트,0,한편  석남역 메트로시티 홍보관은 인천광역시 서구 가좌동에 위치해 있으며  코로나  예방과 방문객 편의  방문자 간 접촉 최소화를 위해 사전 방문 예약제를 실시하고 있다 ,1
56,  트럼프 복용 말라리아약의  코로나  치료제 실험 재개,0,세계보건기구   는 도널드 트럼프 미국 대통령이  코로나  예방 차원에서 복용하고 있다고 밝힌 말라리아  앞서 테워드로스 사무총장은 지난달  일  코로나  치료제의 효능과 안전성을 실험하는  의  연대 실험 에서  ,1
57,설계사 만족도 높은  대리점  원금융서비스 ,0, 원금융서비스  소비자의 만족도를 위한 서비스 제공  신뢰도 높아 입사 희망자 수 증가 요즘  코로나 로  또한  코로나 로 인해 해외여행이 중단된 지금  직원 복지 차원에서 양평에 별장 원금융빌리지 을 마련해  ,1
58,종로학원   일 드라이브스루 입시설명회 개최,1,그러나 최근 수도권을 중심으로  코로나  바이러스 감염이 재확산되면서 자동차에서 설명회를 듣는 드라이브 스루 방식으로 진행한다  참석자는 차 안에서 발열 검사를 받고 자료집을 받은 뒤 자동차에 탄 채로 라디오를  ,1
59,소모임에도 방역관리자 운영 사각지대 없앤다,1,방역 당국의 손길이 미치지 않는 곳까지  코로나  관리를 강화하기 위해서입니다  김학무 기자의 보도입니다   기자  최근  코로나  확진자가 속출하는 곳은 물류센터 등 다중이용시설과 종교 소모임  이에 따라 정부는  ,1
60,의료진의 미소,1, 일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들이 가수 폴 킴의 공연을 보고 있다   뉴스 ,1
61, 여시아문  손,0, 코로나  확산을 막기 위해 무료 급식소가 모두 문을 닫았다  그가 허기를 해결하던 곳을 잃어버린 것이다  노숙인들에게는  코로나 보다 더 무서운 것이 굶주림일 지도 모른다  바이러스가 우리들 서로의 손을 멀어지게 할  ,1
62,문 대통령 지지율  대 이탈 영향,0,이어  수도권을 중심으로 신종  코로나 바이러스 감염증 코로나 의 산발적인 집단 감염  윤미향 더불어민주당 의원 이슈 등이 중도층 이탈로 이어진 결과로 보인다 고 전했다  특히 이념성향별 중도층에서  ,1
63, 코로나  방역지침 딥러닝  수어 통역 기술로 제작,0,아직 기술이 완성되지는 않았는데  우선 이 기술을 활용해  코로나  생활방역 지침을 수어 애니메이션으로 제작해 공개했습니다  이정우 기자입니다   기자   코로나  이후 감염자 정보와 동선  감염병 예방을 위한 정부  ,1
64,강서구청  코로나  확진자  가양 동 화곡 동 거주 에바다교회 관악 리치웨이 ,0,한국정경신문 최태원 기 자   한국정경신문  서울 강서구청이 관내  코로나  확진자 발생 소식을  일 전했다 강서구청에 따르면 가양 동 거주  대 남성과 화곡 동에 거주  대 남성이 각각  코로나  확진 판정을 받았다  ,1
65,여수시   코로나  극복 문화예술단체에  만원 지원,0,여수시가  코로나 의 장기화로 각종 문화행사가 취소 연기되어 경제적으로 어려움을 겪고 있는 지역의  권오봉 여수시장은  코로나 로 어려움을 겪고 있는 여수 지역의 문화예술단체에 재정적 지원을 통해  ,1
66,이상직 의원  전북판 뉴딜 완성에 매진 ,1,그는  이 법이 통과하면 가구당  만 만원의 소득이 증가하고 자영업자  만명이 이득을 본다 며  신종  코로나 바이러스 감염증 코로나  여파로 민생현장의 기반이 무너졌는데 생존을 위한 현실적인 법안 이라고  ,1
67,여수 둔덕동 지역사회보장협의체  독거노인  세대 찾아 생신 축하,1,강행숙 둔덕동장은  홀로계신 어르신들이 외롭지 않은 삶을 지낼 수 있도록 지속적인 관심과 다양한 사업을 운영하겠다 며  지역사회보장협의체와 협력해  코로나 로 힘든 시간을 보낸 지역 주민들을 위해  ,1
68, 농협손보 임직원  영농철 일손돕기에 구슬땀,0,임종철  농협손해보험 부사장은  코로나 로 인한 화훼농가의 어려움이 장기화 되고 있어 안타깝다 며  농협손해보험은 지속적인 농촌 지원활동을 통해 농가의 경영안정에 기여할 수 있도록 최선을 다하겠다 고  ,1
69,김용범 기재  차관  월 경상수지 적자  일시적 요인 월 흑자 ,0,이어  또 다른 일시적 요인은 신종  코로나 바이러스 감염증 코로나 으로 인한 세계 경제 부진과 이에 따른 수출 부진 영향 이라며  통상 상품수지가 흑자를 기록하며 소득수지 적자 폭을 메꿨지만 올  월은 무역수지  ,1
70,경주시  유원시설 야영장 사회적 거리두기 점검,1,경주시는  코로나   사회적 거리두기 에서  생활 속 거리두기 로 전환된 이후 관내 야영장 및  안내함으로써  코로나  예방 및 조기 종식에 최선을 다하고 있다    경주 유원시설 및 야영장 사회적거리두기 점검 모습  ,1
71,영양군  외국인 계절근로사업 추진 위한 농가설명회 개최,0,  영양군청 전경  영양군 이날 설명회에서는 올해 상반기  코로나 의 전 세계적 확산으로 인해 중지되었던 외국인 계절근로사업의 추진일정 및 도입 인원  그리고  코로나  상황에 대한 대응방안 등을 설명했다  ,1
72,경주시  경희학교 기숙사 고등학교  코로나  진단검사,1,대상으로  코로나  진단검사를 실시했다고  일 밝혔다    경주시  경희학교 및 기숙사 고등학교  코로나  진단검사 모습   경주시 제공 경주시보건소와 경주교육지원청은 지난달  일부터  일까지 관내  개교  학생  ,1
73,고삐 풀린 광교 집값  무섭네 강남 집값  턱밑  추격,0, 억이 넘는 초고가 아파트값이 정부의 부동산 규제와  코로나 에 따른 거래 침체 분위기를 뚫고 무섭게 오르고 있다  최근  억원을 넘어  억원에 실거래되는 단지들이 속속 나오면서 강남 일대 아파트 단지의  ,1
74,해수부   해양수산 중소 벤처기업  컨설팅 지원,0,올해는  코로나  영향으로 주목받고 있는 디지털 비대면 분야 기업을 육성하기 위해 관련 사업 제안기업에게는 가점을 부여할 예정이다  또한  기업 부담을 덜어주기 위해 정부지원금의   수준인 기업부담금도 전액  ,1
75, 김대호의 경제읽기  뉴욕증시 연일 강세 코스피  선 근접,1, 코로나 로 인한 경기 침체가 끝나가는 걸까요  밤사이 뉴욕 증시가 급등하고 코스피 또한  선에 근접하는   질문    코로나 로 팔지 못했던 재고 면세품이 시중에 판매되며 큰 관심을 끌었습니다  한때 판매하는  ,1
76,경북교육청   분기 학비 학부모들에 반환,0,경북교육청 교육감 임종식 은 지난  월  일까지  코로나 로 경제적 어려움을 겪고 있는 학부모의 교육비  임종식 교육감은 학비 반환을 통해  코로나  장기화로 어려움을 겪고 있는 학부모의 교육비 부담을  ,1
77,중기부  경남 김해에  데이터센터  구축한다,0, 은 포스트  코로나  시대에 대비하기 위해 클라우드 수요가 급증하면서 새로운 데이터 허브를 설립하기로 했다고 설명했다  한편 중기부는 올해 하반기부터 본격적으로 추진할   제조 플랫폼 사업 을 통해  ,1
78,전주비전대학교  혁신지원사업 유형  평가 최우수  등급  획득,1,및  코로나   로 인해 침체된 지역사회 발전에 기여할 수 있도록 더욱 노력할 것 이라고 말했다  포스트  코로나 를 대비한 비대면  온라인 수업을 위한 인프라 구축 및 콘텐츠 개발  취업률 향상을 위한 프로그램  ,1
79,문체부   글로벌 광고인재 육성 사업  진행,0,문체부 정책 담당자는  이번 사업을 통해 우수한 광고 인재를 양성함으로써  코로나  여파로 어려움을 겪고 있는 광고 산업에 활력을 불어넣을 수 있을 것으로 기대한다 라며   광고 산업이  코로나  이후의 새로운 시대  ,1
80, 더프레시  계육 농가 돕기 나섰다 생닭  마리  만원  계육 프로모션  실 ,0,닭고기 가격이  코로나  이후에도 하락하는 것은 한우와 돼지고기는 쉽게 구워 먹을 수 있는 반면 닭고기는 복잡한 요리과정을 거쳐야 하는 불편함이 있기 때문으로 분석된다 ,1
81,퍼밀  언택트 자급자족 트렌드 맞춰  버섯 허브 캣크라스 재배키트  출시,0,실제로 표고버섯 키트의 경우   등에서 최근 무료한 집 생활에 활력을 더해줄  코로나  대란템으로 불리며 화제의 중심으로 자리 잡았다   무럭무럭 버섯 재배 키트 는  일부터 구입이 가능하며  허브류를 비롯한 기타  ,1
82,교보생명  베테랑 재무설계 매니저  이제 온라인서 만나요 ,0,포스트  코로나  시대를 앞두고 비대면 영업환경에 적극적으로 대응하면서  온라인을 통해 고객에게   코로나    사태로 대면 상담을 꺼리는 고객이나  원거리에 있어 다이렉트 지점 방문이 어려운 고객 등 누구나 이용할  ,1
83,세정그룹   덕분에 챌린지  응원 캠페인 동참,0,패션기업 세정그룹 회장 박순호 이 지난달  일   코로나  치료와 확산 방지를 위해 힘쓰는 대한민국 모든  세정 박순호 회장은  코로나 를 극복하기 위해 신속한 대처로 앞장서고 있는 정부 관계자와 밤낮없이 헌신하는  ,1
84,경산시   코로나  소비촉진 위한 농산물 드라이브 스루 판매행사 개최,0,이번 행사는  코로나  확대 장기화로 인해 지역소비 판로에 어려움을 겪고 있는 농가 돕기 등 소비촉진을 위해 마련된 자리이며  지난달  일의  차 행사 또한 시민들에게 큰 호응을 얻었다 이번 행사에서는 채소류  개  ,1
85,권찬호 팔달구청장  관내 녹지 사업 대상지 현장점검,0,기후환경을 조절하는 효과도 있을 것으로 기대하고 있다  권 구청장은  녹지 정비로 도심 속 녹색 공간을 시민들이 더욱 쾌적하게 이용할 수 있게 됐다   코로나 로 인해 지친 시민들의 마음에 위안이 되길 바란다 고 말했다 ,1
86,수도요금 분할 납부 허용 납부유예 시행,0,또 최근  코로나  여파로 경제적 어려움을 겪고 있는 소상공인  영세업자 등이 수도요금 감면이나 요금  지자체에게  코로나  상황을 반영해 즉시 시행하도록 권고했다  국민권익위 권석원 권익개선정책국장은  이번  ,1
87,카페베네  하겐다즈와 손잡고 여름 신메뉴 출시 관련 프로모션 진행,1,하겐다즈 아이스크림을 활용한 이번 카페베네 여름 신메뉴는  코로나  여파로 사회적 거리 두기가 일상화되면서  인 메뉴를 선호하는 식문화에 맞춰 보다 안전하고 가볍게 즐길 수 있는 컵빙수  종과 프라페노 음료  종  ,1
88,상주 신병  주일 만에 훈련 끝난 이유는 ,1,올 시즌은  코로나 로  리그가 늦게 개막하였지만 국방부의 시계는 변함없이 돌아간다  이에  월에  명의  특히  코로나 로 전입 선수들의  주간 자가 격리 공백과 체력 훈련이 큰 걸림돌이었다  만일 이번  기 선수들이  ,1
89,  고생하는  코로나  의료진에게 치킨 등 간식 지원,1, 가 모기업  그룹과 함께 신종  코로나 바이러스 감염증 코로나 로 인해 전국 각지에서 고군분투 중인 의료진들을 위해   시그니처 메뉴인 핫크리스피치킨 등 간식을 지원했다고  일 밝혔다   는 계속되는  ,1
90, 유플러스 엔리얼  세계최초  글라스 출시 전국  개 매장 체험 가능,1, 유플러스는  코로나 로 인한 언택트 시대에 맞춰 엔리얼과 함께  글래스 온라인 앱  개발 세미나를 개최한다  오는  월  일  시  분부터 한 시간 동안 올쇼 를 통해 실시간으로 참여할 수 있으며 해당  ,1
91, 포스트  코로나 포스트 코로나  시대 기업전략 언택트 넘어 딥택트 지향해야,0, 코로나  사태 이후 기업들이 생존하기 위해서는 대면  사업과 비대면  사업 최적 조합을  이번 경영콘서트에서 김경준 딜로이트 컨설팅 부회장은  코로나  이후 언택트 시대  우리의 미래는 을 주제로  ,1
